districtNumber,districtType,districtName,year,dropRate
0012,01,Centennial Public School District,2015,0
0013,01,Columbia Heights Public School Dist,2015,0.0555555555555556
0014,01,Fridley Public School District,2015,0.0303030303030303
0015,01,St. Francis Public School District,2015,0.0833333333333333
0016,01,Spring Lake Park Public Schools,2015,0.0776699029126214
0022,01,Detroit Lakes Public School Dist.,2015,0.1
0031,01,Bemidji Public School District,2015,0.173076923076923
0038,01,Red Lake Public School District,2015,0.333333333333333
0047,01,Sauk Rapids-Rice Public Schools,2015,NA
0077,01,Mankato Public School District,2015,0.125
0094,01,Cloquet Public School District,2015,0.119047619047619
0110,01,Waconia Public School District,2015,0
0112,01,Eastern Carver County Public School,2015,0.0198019801980198
0115,01,Cass Lake-Bena Public Schools,2015,0.174603174603175
0152,01,Moorhead Public School District,2015,0.156626506024096
0162,01,Bagley Public School District,2015,0.416666666666667
0166,01,Cook County Public Schools,2015,NA
0181,01,Brainerd Public School District,2015,0.1
0191,01,Burnsville Public School District,2015,0.0644171779141104
0192,01,Farmington Public School District,2015,0.0555555555555556
0194,01,Lakeville Public School District,2015,0.0145985401459854
0196,01,Rosemount-Apple Valley-Eagan,2015,0.0154738878143133
0197,01,West St. Paul-Mendota Hts.-Eagan,2015,0.0638297872340425
0199,01,Inver Grove Heights Schools,2015,0.0674157303370786
0200,01,Hastings Public School District,2015,0
0241,01,Albert Lea Public School District,2015,0.148148148148148
0270,01,Hopkins Public School District,2015,0.032967032967033
0271,01,Bloomington Public School District,2015,0.0497076023391813
0272,01,Eden Prairie Public School District,2015,0.021978021978022
0273,01,Edina Public School District,2015,0.0173913043478261
0276,01,Minnetonka Public School District,2015,0
0279,01,Osseo Public School District,2015,0.0559345156889495
0280,01,Richfield Public School District,2015,0.0764331210191083
0281,01,Robbinsdale Public School District,2015,0.0705394190871369
0282,01,St. Anthony-New Brighton Schools,2015,0
0283,01,St. Louis Park Public School Dist.,2015,0.0350877192982456
0284,01,Wayzata Public School District,2015,0.00985221674876847
0286,01,Brooklyn Center School District,2015,0.0695652173913043
0287,06,Intermediate School District 287,2015,0.07981220657277
0288,06,Southwest Metro Intermediate 288,2015,NA
0294,01,Houston Public School District,2015,0.272727272727273
0317,01,Deer River Public School District,2015,0.153846153846154
0318,01,Grand Rapids Public School District,2015,0.037037037037037
0347,01,Willmar Public School District,2015,0.1
0413,01,Marshall Public School District,2015,0.125
0432,01,Mahnomen Public School District,2015,0.255813953488372
0435,01,Waubun-Ogema-White Earth Public Sch,2015,0.0666666666666667
0465,01,Litchfield Public School District,2015,0.272727272727273
0480,01,Onamia Public School District,2015,0.357142857142857
0492,01,Austin Public School District,2015,0.148514851485149
0508,01,St. Peter Public School District,2015,0.0869565217391304
0518,01,Worthington Public School District,2015,0.118421052631579
0535,01,Rochester Public School District,2015,0.0904255319148936
0548,01,Pelican Rapids Public School Dist.,2015,0.0714285714285714
0549,01,Perham-Dent Public School District,2015,NA
0564,01,Thief River Falls School District,2015,0.142857142857143
0593,01,Crookston Public School District,2015,0.210526315789474
0621,01,Mounds View Public School District,2015,0.0131004366812227
0622,01,North St Paul-Maplewood Oakdale Public School District,2015,0.042042042042042
0623,01,Roseville Public School District,2015,0.033175355450237
0624,01,White Bear Lake School District,2015,0.0305343511450382
0625,01,St. Paul Public School District,2015,0.0606203007518797
0656,01,Faribault Public School District,2015,0.0967741935483871
0659,01,Northfield Public School District,2015,0.0833333333333333
0690,01,Warroad Public School District,2015,NA
0709,01,Duluth Public School District,2015,0.115044247787611
0717,01,Jordan Public School District,2015,0
0719,01,Prior Lake-Savage Area Schools,2015,0.0333333333333333
0720,01,Shakopee Public School District,2015,0.0659340659340659
0721,01,New Prague Area Schools,2015,NA
0727,01,Big Lake Public School District,2015,NA
0728,01,Elk River Public School District,2015,0.0303030303030303
0740,01,Melrose Public School District,2015,0.0416666666666667
0742,01,St. Cloud Public School District,2015,0.0622406639004149
0750,01,Rocori Public School District,2015,NA
0761,01,Owatonna Public School District,2015,0.0769230769230769
0829,01,Waseca Public School District,2015,0.0588235294117647
0831,01,Forest Lake Public School District,2015,0.111111111111111
0832,01,Mahtomedi Public School District,2015,NA
0833,01,South Washington County School Dist,2015,0.0247933884297521
0834,01,Stillwater Area Public School Dist.,2015,0.0746268656716418
0837,01,Madelia Public School District,2015,0.166666666666667
0840,01,St. James Public School District,2015,0.0666666666666667
0858,01,St. Charles Public School District,2015,NA
0861,01,Winona Area Public School District,2015,0.032258064516129
0877,01,Buffalo-Hanover-Montrose Public Sch,2015,0.0833333333333333
0882,01,Monticello Public School District,2015,0
0885,01,St. Michael-Albertville School Dist,2015,0
0911,01,Cambridge-Isanti Public School Dist,2015,0
0916,06,Northeast Metro 916,2015,0.125
0917,06,Intermediate School District 917,2015,0.0517241379310345
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2015,NA
1094,34,Fond Du Lac Ojibwe,2015,0.15
1435,34,Circle Of Life,2015,NA
2142,01,St. Louis County School District,2015,0.0833333333333333
2310,01,Sibley East School District,2015,0.235294117647059
2365,01,G.f.w. Public School District,2015,0.142857142857143
2397,01,Le Sueur-Henderson School District,2015,NA
2752,01,Fairmont Area School District,2015,NA
2753,01,Long Prairie-Grey Eagle School District,2015,0.157894736842105
2859,01,Glencoe-Silver Lake School District,2015,0.0833333333333333
2890,01,Renville County West School Dist.,2015,NA
2897,01,Redwood Area School District,2015,0.25
2898,01,Westbrook-Walnut Grove Schools,2015,0
2905,01,Tri-City United School District,2015,0
4000,07,City Academy,2015,0
4015,07,Community Of Peace Academy,2015,0
4017,07,Minnesota Transitions Charter School,2015,0.089171974522293
4027,07,Higher Ground Academy,2015,0
4031,07,Jennings Community School,2015,0.181818181818182
4036,07,Face To Face Academy,2015,NA
4039,07,High School For Recording Arts,2015,0.0909090909090909
4043,07,Math And Science Academy,2015,NA
4057,07,El Colegio Charter School,2015,0.242424242424242
4082,07,Bluesky Charter School,2015,0.416666666666667
4102,07,Minnesota Internship Center,2015,0.190839694656489
4103,07,Hmong College Prep Academy,2015,0.0337078651685393
4104,07,Paladin Career And Technical High School,2015,0.0149253731343284
4107,07,Voyageurs Expeditionary,2015,NA
4111,07,Augsburg Fairview Academy,2015,0.161290322580645
4112,07,St Paul Conservatory Performing Art,2015,0
4121,07,Ubah Medical Academy Charter School,2015,0.0120481927710843
4126,07,Prairie Seeds Academy,2015,0.0307692307692308
4131,07,Metro Schools Charter,2015,0.0161290322580645
4132,07,Twin Cities Academy,2015,0
4178,07,Lincoln International School,2015,0.0612244897959184
4200,07,Step Academy Charter School,2015,0
4204,07,Rochester Stem Academy,2015,0.1
4237,07,Career Pathways,2015,NA
6018,61,Mn River Valley Education District,2015,0
6049,61,River Bend Education District,2015,NA
0000,01,Minneapolis-St. Paul International Airport,2015,NA
0001,01,Aitkin,2015,NA
0002,01,Hill City,2015,NA
0004,01,Mcgregor,2015,NA
0023,01,Frazee-Vergas,2015,NA
0025,01,Pine Point,2015,NA
0032,01,Blackduck,2015,NA
0036,01,Kelliher,2015,NA
0051,01,Foley,2015,NA
0075,01,St. Clair,2015,NA
0081,01,Comfrey,2015,NA
0084,01,Sleepy Eye,2015,NA
0085,01,Springfield,2015,NA
0088,01,New Ulm,2015,NA
0091,01,Barnum,2015,NA
0093,01,Carlton,2015,NA
0095,01,Cromwell-Wright,2015,NA
0097,01,Moose Lake,2015,NA
0099,01,Esko,2015,NA
0100,01,Wrenshall,2015,NA
0108,01,Central,2015,NA
0111,01,Watertown-Mayer,2015,NA
0113,01,Walker-Hackensack-Akeley,2015,NA
0116,01,Pillager,2015,NA
0118,01,Northland Community,2015,NA
0129,01,Montevideo,2015,NA
0138,01,North Branch,2015,NA
0139,01,Rush City,2015,NA
0146,01,Barnesville,2015,NA
0150,01,Hawley,2015,NA
0173,01,Mountain Lake,2015,NA
0177,01,Windom,2015,NA
0182,01,Crosby-Ironton,2015,NA
0186,01,Pequot Lakes,2015,NA
0195,01,Randolph,2015,NA
0203,01,Hayfield,2015,NA
0204,01,Kasson-Mantorville,2015,NA
0206,01,Alexandria,2015,NA
0213,01,Osakis,2015,NA
0227,01,Chatfield,2015,NA
0229,01,Lanesboro,2015,NA
0238,01,Mabel-Canton,2015,NA
0239,01,Rushford-Peterson,2015,NA
0242,01,Alden-Conger,2015,NA
0252,01,Cannon Falls,2015,NA
0253,01,Goodhue,2015,NA
0255,01,Pine Island,2015,NA
0256,01,Red Wing,2015,NA
0261,01,Ashby,2015,NA
0264,01,Herman-Norcross,2015,NA
0323,02,Franconia,2015,NA
0277,01,Westonka,2015,NA
0278,01,Orono,2015,NA
0297,01,Spring Grove,2015,NA
0299,01,Caledonia,2015,NA
0300,01,La Crescent-Hokah,2015,NA
0306,01,Laporte,2015,NA
0308,01,Nevis,2015,NA
0309,01,Park Rapids,2015,NA
0314,01,Braham,2015,NA
0316,01,Greenway,2015,NA
0319,01,Nashwauk-Keewatin,2015,NA
0330,01,Heron Lake-Okabena,2015,NA
0332,01,Mora,2015,NA
0333,01,Ogilvie,2015,NA
0345,01,New London-Spicer,2015,NA
0356,01,Lancaster,2015,NA
0361,01,International Falls,2015,NA
0362,01,Littlefork-Big Falls,2015,NA
0363,01,South Koochingching,2015,NA
0378,01,Dawson-Boyd,2015,NA
0381,01,Lake Superior,2015,NA
0390,01,Lake Of The Woods,2015,NA
0391,01,Cleveland,2015,NA
0402,01,Hendricks,2015,NA
0403,01,Ivanhoe,2015,NA
0404,01,Lake Benton,2015,NA
0414,01,Minneota,2015,NA
0415,01,Lynd,2015,NA
0423,01,Hutchinson,2015,NA
0441,01,Marshall County Central,2015,NA
0447,01,Grygla,2015,NA
0458,01,Truman,2015,NA
0463,01,Eden Valley-Watkins,2015,NA
0466,01,Dassel-Cokato,2015,NA
0473,01,Isle,2015,NA
0477,01,Princeton,2015,NA
0482,01,Little Falls,2015,NA
0484,01,Pierz,2015,NA
0485,01,Royalton,2015,NA
0486,01,Swanville,2015,NA
0487,01,Upsala,2015,NA
0495,01,Grand Meadow,2015,NA
0497,01,Lyle,2015,NA
0499,01,Leroy-Ostrander,2015,NA
0500,01,Southland,2015,NA
0505,01,Fulda,2015,NA
0507,01,Nicollet,2015,NA
0511,01,Adrian,2015,NA
0514,01,Ellsworth,2015,NA
0531,01,Byron,2015,NA
0533,01,Dover-Eyota,2015,NA
0534,01,Stewartville,2015,NA
0542,01,Battle Lake,2015,NA
0544,01,Fergus Falls,2015,NA
0545,01,Henning,2015,NA
0547,01,Parkers Prairie,2015,NA
0550,01,Underwood,2015,NA
0553,01,New York Mills,2015,NA
0561,01,Goodridge,2015,NA
0577,01,Willow River,2015,NA
0578,01,Pine City,2015,NA
0581,01,Edgerton,2015,NA
0592,01,Climax-Shelly,2015,NA
0595,01,East Grand Forks,2015,NA
0599,01,Fertile-Beltrami,2015,NA
0600,01,Fisher,2015,NA
0601,01,Fosston,2015,NA
0630,01,Red Lake Falls,2015,NA
0600,01,Fisher,2015,NA
0635,01,Milroy,2015,NA
0640,01,Wabasso,2015,NA
0671,01,Hills-Beaver Creek,2015,NA
0676,01,Badger,2015,NA
0682,01,Roseau,2015,NA
0695,01,Chisholm,2015,NA
0696,01,Ely,2015,NA
0698,01,Floodwood,2015,NA
0700,01,Hermantown,2015,NA
0701,01,Hibbing,2015,NA
0704,01,Proctor,2015,NA
0706,01,Virginia,2015,NA
0707,01,Nett Lake,2015,NA
0712,01,Mountain Iron-Buhl,2015,NA
0716,01,Belle Plaine,2015,NA
0726,01,Becker,2015,NA
0738,01,Holdingford,2015,NA
0739,01,Kimball,2015,NA
0741,01,Paynesville,2015,NA
0743,01,Sauk Centre,2015,NA
0745,01,Albany,2015,NA
0748,01,Sartell-St. Stephen,2015,NA
0756,01,Blooming Prairie,2015,NA
0763,01,Medford,2015,NA
0768,01,Hancock,2015,NA
0771,01,Chokio-Alberta,2015,NA
0775,01,Kerkhoven-Murdock-Sunburg,2015,NA
0777,01,Benson,2015,NA
0786,01,Bertha-Hewitt,2015,NA
0787,01,Browerville,2015,NA
0801,01,Browns Valley,2015,NA
0803,01,Wheaton Area,2015,NA
0811,01,Wabasha-Kellogg,2015,NA
0813,01,Lake City,2015,NA
0815,02,Prinsburg,2015,NA
0818,01,Verndale,2015,NA
0820,01,Sebeka,2015,NA
0821,01,Menahga,2015,NA
0836,01,Butterfiled-Odin,2015,NA
0846,01,Breckenridge,2015,NA
0850,01,Rothsay,2015,NA
0852,01,Campbell-Tintah,2015,NA
0857,01,Lewiston-Altura,2015,NA
0876,01,Annandale,2015,NA
0879,01,Delano,2015,NA
0881,01,Maple Lake,2015,NA
0883,01,Rockford,2015,NA
0891,01,Canby,2015,NA
0912,01,Milaca,2015,NA
0914,01,Ulen-Hitterdal,2015,NA
2071,01,Lake Crystal-Wellcome Memorial,2015,NA
2125,01,Triton,2015,NA
2134,01,United South Central,2015,NA
2135,01,Maple River,2015,NA
2137,01,Kingsland,2015,NA
2143,01,Waterville-Elysian-Morristown,2015,NA
2144,01,Chisago Lakes,2015,NA
2149,01,Minnewaska,2015,NA
2154,01,Eveleth-Gilbert,2015,NA
2155,01,Wadena-Deer Creek,2015,NA
2159,01,Buffalo Lake-Hector-Stewart,2015,NA
2164,01,Dilworth-Glyndon-Felton,2015,NA
2165,01,Hinkcley-Finlayson,2015,NA
2167,01,Lakeview,2015,NA
2168,01,N.r.h.e.g.,2015,NA
2169,01,Murray County Central,2015,NA
2170,01,Staples-Motley,2015,NA
2171,01,Kittson Central,2015,NA
2172,01,Kenyon-Wanamingo,2015,NA
2174,01,Pine River-Backus,2015,NA
2176,01,Warren-Alvarado-Oslo,2015,NA
2180,01,M.a.c.c.r.a.y,2015,NA
2184,01,Luverne,2015,NA
2190,01,Yellow Medicine East,2015,NA
2198,01,Fillmore Central,2015,NA
2215,01,Norman County East,2015,NA
2311,01,Clearbrook-Gonvick,2015,NA
2342,01,West Central Area,2015,NA
2358,01,Tri-County,2015,NA
2364,01,Belgrade-Brooten-Elrosa,2015,NA
2396,01,A.c.g.c.,2015,NA
2448,01,Martin County West,2015,NA
2527,01,Norman County West,2015,NA
2534,01,Bird Island-Olivia-Lake Lillian,2015,NA
2536,01,Granada-Huntley-East Chain,2015,NA
2580,01,East Central,2015,NA
2609,01,Win-E-Mac,2015,NA
2683,01,Greenbush-Middle River,2015,NA
2687,01,Howard Lake-Waverly-Winsted,2015,NA
2689,01,Pipestone Area,2015,NA
2711,01,Mesabi East,2015,NA
2754,01,Cedar Mountain,2015,NA
2759,01,Eagle Valley,2015,NA
2769,01,Morris Area,2015,NA
2805,01,Zumbrota-Mazeppa,2015,NA
2835,01,Janesville-Waldorf-Pemberton,2015,NA
2853,01,Lac Qui Parle Valley,2015,NA
2854,01,Ada-Borup,2015,NA
2856,01,Stephen-Argyle Central,2015,NA
2860,01,Blue Earth Area,2015,NA
2884,01,Red Rock Central,2015,NA
2886,01,Glenville-Emmons,2015,NA
2888,01,Clinton-Graceville-Beardsley,2015,NA
2889,01,Lake Park-Audubon,2015,NA
2895,01,Jackson Coutny Central,2015,NA
2899,01,Plainview-Elgin-Millville,2015,NA
2902,01,Russell-Tyler-Ruthton,2015,NA
2903,01,Ortonville,2015,NA
2904,01,Tracy Area,2015,NA
2906,01,Red Lake County Central,2015,NA
2908,01,Brandon-Evansville,2015,NA
2907,01,Round Lake-Brewster,2015,NA
0001,03,Minneapolis Public School District,2016,0.096130592503023
0006,03,South St. Paul Public School Dist.,2016,0.135135135135135
0011,01,Anoka-Hennepin Public School District,2016,0.0482954545454545
0012,01,Centennial Public School District,2016,0
0013,01,Columbia Heights Public School Dist,2016,0.036231884057971
0014,01,Fridley Public School District,2016,0.0273972602739726
0015,01,St. Francis Public School District,2016,0.0384615384615385
0016,01,Spring Lake Park Public Schools,2016,0.0935251798561151
0022,01,Detroit Lakes Public School Dist.,2016,0.148148148148148
0031,01,Bemidji Public School District,2016,0.203389830508475
0038,01,Red Lake Public School District,2016,0.351063829787234
0047,01,Sauk Rapids-Rice Public Schools,2016,NA
0077,01,Mankato Public School District,2016,0.168316831683168
0094,01,Cloquet Public School District,2016,0.0555555555555556
0110,01,Waconia Public School District,2016,0
0112,01,Eastern Carver County Public School,2016,0.0333333333333333
0115,01,Cass Lake-Bena Public Schools,2016,0.130434782608696
0152,01,Moorhead Public School District,2016,0.141025641025641
0162,01,Bagley Public School District,2016,0.307692307692308
0166,01,Cook County Public Schools,2016,NA
0181,01,Brainerd Public School District,2016,0
0191,01,Burnsville Public School District,2016,0.0728476821192053
0192,01,Farmington Public School District,2016,0.025
0194,01,Lakeville Public School District,2016,0.0267857142857143
0196,01,Rosemount-Apple Valley-Eagan,2016,0.0442477876106195
0197,01,West St. Paul-Mendota Hts.-Eagan,2016,0.0983606557377049
0199,01,Inver Grove Heights Schools,2016,0.00833333333333333
0200,01,Hastings Public School District,2016,NA
0241,01,Albert Lea Public School District,2016,0.128205128205128
0270,01,Hopkins Public School District,2016,0.032258064516129
0271,01,Bloomington Public School District,2016,0.0253164556962025
0272,01,Eden Prairie Public School District,2016,0.00613496932515337
0273,01,Edina Public School District,2016,0.00793650793650794
0276,01,Minnetonka Public School District,2016,0
0279,01,Osseo Public School District,2016,0.061711079943899
0280,01,Richfield Public School District,2016,0.087719298245614
0281,01,Robbinsdale Public School District,2016,0.0903490759753593
0282,01,St. Anthony-New Brighton Schools,2016,0
0283,01,St. Louis Park Public School Dist.,2016,0.0569105691056911
0284,01,Wayzata Public School District,2016,0.00591715976331361
0286,01,Brooklyn Center School District,2016,0.072463768115942
0287,06,Intermediate School District 287,2016,0.116883116883117
0288,06,Southwest Metro Intermediate 288,2016,NA
0294,01,Houston Public School District,2016,0.155555555555556
0317,01,Deer River Public School District,2016,0.0714285714285714
0318,01,Grand Rapids Public School District,2016,0.0384615384615385
0347,01,Willmar Public School District,2016,0.183333333333333
0413,01,Marshall Public School District,2016,0.193548387096774
0432,01,Mahnomen Public School District,2016,0.157894736842105
0435,01,Waubun-Ogema-White Earth Public Sch,2016,0.0769230769230769
0465,01,Litchfield Public School District,2016,0.2
0480,01,Onamia Public School District,2016,0.363636363636364
0492,01,Austin Public School District,2016,0.109090909090909
0508,01,St. Peter Public School District,2016,0.178571428571429
0518,01,Worthington Public School District,2016,0.083969465648855
0535,01,Rochester Public School District,2016,0.0556962025316456
0548,01,Pelican Rapids Public School Dist.,2016,0.025
0549,01,Perham-Dent Public School District,2016,NA
0564,01,Thief River Falls School District,2016,0.1
0593,01,Crookston Public School District,2016,0.0666666666666667
0621,01,Mounds View Public School District,2016,0.0196078431372549
0622,01,North St Paul-Maplewood Oakdale Public School District,2016,0.0251572327044025
0623,01,Roseville Public School District,2016,0.0532319391634981
0624,01,White Bear Lake School District,2016,0.0427350427350427
0625,01,St. Paul Public School District,2016,0.0769605455431076
0656,01,Faribault Public School District,2016,0.0533333333333333
0659,01,Northfield Public School District,2016,0.0571428571428571
0690,01,Warroad Public School District,2016,0.272727272727273
0709,01,Duluth Public School District,2016,0.180555555555556
0717,01,Jordan Public School District,2016,0.166666666666667
0719,01,Prior Lake-Savage Area Schools,2016,0.0125
0720,01,Shakopee Public School District,2016,0.0543478260869565
0721,01,New Prague Area Schools,2016,NA
0727,01,Big Lake Public School District,2016,NA
0728,01,Elk River Public School District,2016,0.0459770114942529
0740,01,Melrose Public School District,2016,0.142857142857143
0742,01,St. Cloud Public School District,2016,0.0649350649350649
0750,01,Rocori Public School District,2016,NA
0761,01,Owatonna Public School District,2016,0.123076923076923
0829,01,Waseca Public School District,2016,NA
0831,01,Forest Lake Public School District,2016,0.0357142857142857
0832,01,Mahtomedi Public School District,2016,NA
0833,01,South Washington County School Dist,2016,0.0273972602739726
0834,01,Stillwater Area Public School Dist.,2016,0.108695652173913
0837,01,Madelia Public School District,2016,0.2
0840,01,St. James Public School District,2016,0.133333333333333
0858,01,St. Charles Public School District,2016,NA
0861,01,Winona Area Public School District,2016,0.0434782608695652
0877,01,Buffalo-Hanover-Montrose Public Sch,2016,0.25
0882,01,Monticello Public School District,2016,0
0885,01,St. Michael-Albertville School Dist,2016,0
0911,01,Cambridge-Isanti Public School Dist,2016,0
0916,06,Northeast Metro 916,2016,0.0802919708029197
0917,06,Intermediate School District 917,2016,0.0674157303370786
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2016,NA
1094,34,Fond Du Lac Ojibwe,2016,0.357142857142857
1435,34,Circle Of Life,2016,0.166666666666667
2142,01,St. Louis County School District,2016,0.148148148148148
2310,01,Sibley East School District,2016,NA
2365,01,G.f.w. Public School District,2016,0.133333333333333
2397,01,Le Sueur-Henderson School District,2016,0
2752,01,Fairmont Area School District,2016,NA
2753,01,Long Prairie-Grey Eagle School District,2016,0.125
2859,01,Glencoe-Silver Lake School District,2016,0.214285714285714
2890,01,Renville County West School Dist.,2016,0.2
2897,01,Redwood Area School District,2016,0.222222222222222
2898,01,Westbrook-Walnut Grove Schools,2016,NA
2905,01,Tri-City United School District,2016,0
4000,07,City Academy,2016,0.0169491525423729
4015,07,Community Of Peace Academy,2016,0.0175438596491228
4017,07,Minnesota Transitions Charter School,2016,0.10738255033557
4027,07,Higher Ground Academy,2016,0
4031,07,Jennings Community School,2016,0
4036,07,Face To Face Academy,2016,NA
4039,07,High School For Recording Arts,2016,0.0917431192660551
4043,07,Math And Science Academy,2016,NA
4057,07,El Colegio Charter School,2016,0.2
4082,07,Bluesky Charter School,2016,0.461538461538462
4102,07,Minnesota Internship Center,2016,0.0902255639097744
4103,07,Hmong College Prep Academy,2016,0.0526315789473684
4104,07,Paladin Career And Technical High School,2016,0.037037037037037
4107,07,Voyageurs Expeditionary,2016,NA
4111,07,Augsburg Fairview Academy,2016,0.0909090909090909
4112,07,St Paul Conservatory Performing Art,2016,0.0833333333333333
4121,07,Ubah Medical Academy Charter School,2016,0.010989010989011
4126,07,Prairie Seeds Academy,2016,0.015625
4131,07,Metro Schools Charter,2016,0.046875
