districtNumber,districtType,districtName,year,dropRate
4132,07,Twin Cities Academy,2016,NA
4178,07,Lincoln International School,2016,0.106382978723404
4200,07,Step Academy Charter School,2016,0
4204,07,Rochester Stem Academy,2016,0.0434782608695652
4237,07,Career Pathways,2016,0.0833333333333333
6018,61,Mn River Valley Education District,2016,0
6049,61,River Bend Education District,2016,0.230769230769231
0000,01,Minneapolis-St. Paul International Airport,2016,NA
0001,01,Aitkin,2016,NA
0002,01,Hill City,2016,NA
0004,01,Mcgregor,2016,NA
0023,01,Frazee-Vergas,2016,NA
0025,01,Pine Point,2016,NA
0032,01,Blackduck,2016,NA
0036,01,Kelliher,2016,NA
0051,01,Foley,2016,NA
0075,01,St. Clair,2016,NA
0081,01,Comfrey,2016,NA
0084,01,Sleepy Eye,2016,NA
0085,01,Springfield,2016,NA
0088,01,New Ulm,2016,NA
0091,01,Barnum,2016,NA
0093,01,Carlton,2016,NA
0095,01,Cromwell-Wright,2016,NA
0097,01,Moose Lake,2016,NA
0099,01,Esko,2016,NA
0100,01,Wrenshall,2016,NA
0108,01,Central,2016,NA
0111,01,Watertown-Mayer,2016,NA
0113,01,Walker-Hackensack-Akeley,2016,NA
0116,01,Pillager,2016,NA
0118,01,Northland Community,2016,NA
0129,01,Montevideo,2016,NA
0138,01,North Branch,2016,NA
0139,01,Rush City,2016,NA
0146,01,Barnesville,2016,NA
0150,01,Hawley,2016,NA
0173,01,Mountain Lake,2016,NA
0177,01,Windom,2016,NA
0182,01,Crosby-Ironton,2016,NA
0186,01,Pequot Lakes,2016,NA
0195,01,Randolph,2016,NA
0203,01,Hayfield,2016,NA
0204,01,Kasson-Mantorville,2016,NA
0206,01,Alexandria,2016,NA
0213,01,Osakis,2016,NA
0227,01,Chatfield,2016,NA
0229,01,Lanesboro,2016,NA
0238,01,Mabel-Canton,2016,NA
0239,01,Rushford-Peterson,2016,NA
0242,01,Alden-Conger,2016,NA
0252,01,Cannon Falls,2016,NA
0253,01,Goodhue,2016,NA
0255,01,Pine Island,2016,NA
0256,01,Red Wing,2016,NA
0261,01,Ashby,2016,NA
0264,01,Herman-Norcross,2016,NA
0323,02,Franconia,2016,NA
0277,01,Westonka,2016,NA
0278,01,Orono,2016,NA
0297,01,Spring Grove,2016,NA
0299,01,Caledonia,2016,NA
0300,01,La Crescent-Hokah,2016,NA
0306,01,Laporte,2016,NA
0308,01,Nevis,2016,NA
0309,01,Park Rapids,2016,NA
0314,01,Braham,2016,NA
0316,01,Greenway,2016,NA
0319,01,Nashwauk-Keewatin,2016,NA
0330,01,Heron Lake-Okabena,2016,NA
0332,01,Mora,2016,NA
0333,01,Ogilvie,2016,NA
0345,01,New London-Spicer,2016,NA
0356,01,Lancaster,2016,NA
0361,01,International Falls,2016,NA
0362,01,Littlefork-Big Falls,2016,NA
0363,01,South Koochingching,2016,NA
0378,01,Dawson-Boyd,2016,NA
0381,01,Lake Superior,2016,NA
0390,01,Lake Of The Woods,2016,NA
0391,01,Cleveland,2016,NA
0402,01,Hendricks,2016,NA
0403,01,Ivanhoe,2016,NA
0404,01,Lake Benton,2016,NA
0414,01,Minneota,2016,NA
0415,01,Lynd,2016,NA
0423,01,Hutchinson,2016,NA
0441,01,Marshall County Central,2016,NA
0447,01,Grygla,2016,NA
0458,01,Truman,2016,NA
0463,01,Eden Valley-Watkins,2016,NA
0466,01,Dassel-Cokato,2016,NA
0473,01,Isle,2016,NA
0477,01,Princeton,2016,NA
0482,01,Little Falls,2016,NA
0484,01,Pierz,2016,NA
0485,01,Royalton,2016,NA
0486,01,Swanville,2016,NA
0487,01,Upsala,2016,NA
0495,01,Grand Meadow,2016,NA
0497,01,Lyle,2016,NA
0499,01,Leroy-Ostrander,2016,NA
0500,01,Southland,2016,NA
0505,01,Fulda,2016,NA
0507,01,Nicollet,2016,NA
0511,01,Adrian,2016,NA
0514,01,Ellsworth,2016,NA
0531,01,Byron,2016,NA
0533,01,Dover-Eyota,2016,NA
0534,01,Stewartville,2016,NA
0542,01,Battle Lake,2016,NA
0544,01,Fergus Falls,2016,NA
0545,01,Henning,2016,NA
0547,01,Parkers Prairie,2016,NA
0550,01,Underwood,2016,NA
0553,01,New York Mills,2016,NA
0561,01,Goodridge,2016,NA
0577,01,Willow River,2016,NA
0578,01,Pine City,2016,NA
0581,01,Edgerton,2016,NA
0592,01,Climax-Shelly,2016,NA
0595,01,East Grand Forks,2016,NA
0599,01,Fertile-Beltrami,2016,NA
0600,01,Fisher,2016,NA
0601,01,Fosston,2016,NA
0630,01,Red Lake Falls,2016,NA
0600,01,Fisher,2016,NA
0635,01,Milroy,2016,NA
0640,01,Wabasso,2016,NA
0671,01,Hills-Beaver Creek,2016,NA
0676,01,Badger,2016,NA
0682,01,Roseau,2016,NA
0695,01,Chisholm,2016,NA
0696,01,Ely,2016,NA
0698,01,Floodwood,2016,NA
0700,01,Hermantown,2016,NA
0701,01,Hibbing,2016,NA
0704,01,Proctor,2016,NA
0706,01,Virginia,2016,NA
0707,01,Nett Lake,2016,NA
0712,01,Mountain Iron-Buhl,2016,NA
0716,01,Belle Plaine,2016,NA
0726,01,Becker,2016,NA
0738,01,Holdingford,2016,NA
0739,01,Kimball,2016,NA
0741,01,Paynesville,2016,NA
0743,01,Sauk Centre,2016,NA
0745,01,Albany,2016,NA
0748,01,Sartell-St. Stephen,2016,NA
0756,01,Blooming Prairie,2016,NA
0763,01,Medford,2016,NA
0768,01,Hancock,2016,NA
0771,01,Chokio-Alberta,2016,NA
0775,01,Kerkhoven-Murdock-Sunburg,2016,NA
0777,01,Benson,2016,NA
0786,01,Bertha-Hewitt,2016,NA
0787,01,Browerville,2016,NA
0801,01,Browns Valley,2016,NA
0803,01,Wheaton Area,2016,NA
0811,01,Wabasha-Kellogg,2016,NA
0813,01,Lake City,2016,NA
0815,02,Prinsburg,2016,NA
0818,01,Verndale,2016,NA
0820,01,Sebeka,2016,NA
0821,01,Menahga,2016,NA
0836,01,Butterfiled-Odin,2016,NA
0846,01,Breckenridge,2016,NA
0850,01,Rothsay,2016,NA
0852,01,Campbell-Tintah,2016,NA
0857,01,Lewiston-Altura,2016,NA
0876,01,Annandale,2016,NA
0879,01,Delano,2016,NA
0881,01,Maple Lake,2016,NA
0883,01,Rockford,2016,NA
0891,01,Canby,2016,NA
0912,01,Milaca,2016,NA
0914,01,Ulen-Hitterdal,2016,NA
2071,01,Lake Crystal-Wellcome Memorial,2016,NA
2125,01,Triton,2016,NA
2134,01,United South Central,2016,NA
2135,01,Maple River,2016,NA
2137,01,Kingsland,2016,NA
2143,01,Waterville-Elysian-Morristown,2016,NA
2144,01,Chisago Lakes,2016,NA
2149,01,Minnewaska,2016,NA
2154,01,Eveleth-Gilbert,2016,NA
2155,01,Wadena-Deer Creek,2016,NA
2159,01,Buffalo Lake-Hector-Stewart,2016,NA
2164,01,Dilworth-Glyndon-Felton,2016,NA
2165,01,Hinkcley-Finlayson,2016,NA
2167,01,Lakeview,2016,NA
2168,01,N.r.h.e.g.,2016,NA
2169,01,Murray County Central,2016,NA
2170,01,Staples-Motley,2016,NA
2171,01,Kittson Central,2016,NA
2172,01,Kenyon-Wanamingo,2016,NA
2174,01,Pine River-Backus,2016,NA
2176,01,Warren-Alvarado-Oslo,2016,NA
2180,01,M.a.c.c.r.a.y,2016,NA
2184,01,Luverne,2016,NA
2190,01,Yellow Medicine East,2016,NA
2198,01,Fillmore Central,2016,NA
2215,01,Norman County East,2016,NA
2311,01,Clearbrook-Gonvick,2016,NA
2342,01,West Central Area,2016,NA
2358,01,Tri-County,2016,NA
2364,01,Belgrade-Brooten-Elrosa,2016,NA
2396,01,A.c.g.c.,2016,NA
2448,01,Martin County West,2016,NA
2527,01,Norman County West,2016,NA
2534,01,Bird Island-Olivia-Lake Lillian,2016,NA
2536,01,Granada-Huntley-East Chain,2016,NA
2580,01,East Central,2016,NA
2609,01,Win-E-Mac,2016,NA
2683,01,Greenbush-Middle River,2016,NA
2687,01,Howard Lake-Waverly-Winsted,2016,NA
2689,01,Pipestone Area,2016,NA
2711,01,Mesabi East,2016,NA
2754,01,Cedar Mountain,2016,NA
2759,01,Eagle Valley,2016,NA
2769,01,Morris Area,2016,NA
2805,01,Zumbrota-Mazeppa,2016,NA
2835,01,Janesville-Waldorf-Pemberton,2016,NA
2853,01,Lac Qui Parle Valley,2016,NA
2854,01,Ada-Borup,2016,NA
2856,01,Stephen-Argyle Central,2016,NA
2860,01,Blue Earth Area,2016,NA
2884,01,Red Rock Central,2016,NA
2886,01,Glenville-Emmons,2016,NA
2888,01,Clinton-Graceville-Beardsley,2016,NA
2889,01,Lake Park-Audubon,2016,NA
2895,01,Jackson Coutny Central,2016,NA
2899,01,Plainview-Elgin-Millville,2016,NA
2902,01,Russell-Tyler-Ruthton,2016,NA
2903,01,Ortonville,2016,NA
2904,01,Tracy Area,2016,NA
2906,01,Red Lake County Central,2016,NA
2908,01,Brandon-Evansville,2016,NA
2907,01,Round Lake-Brewster,2016,NA
0001,03,Minneapolis Public School District,2017,0.104720564297341
0006,03,South St. Paul Public School Dist.,2017,0.0821917808219178
0011,01,Anoka-Hennepin Public School District,2017,0.0427672955974843
0012,01,Centennial Public School District,2017,0.025974025974026
0013,01,Columbia Heights Public School Dist,2017,0.0687022900763359
0014,01,Fridley Public School District,2017,0.0444444444444444
0015,01,St. Francis Public School District,2017,0
0016,01,Spring Lake Park Public Schools,2017,0.0887096774193548
0022,01,Detroit Lakes Public School Dist.,2017,0.18
0031,01,Bemidji Public School District,2017,0.225806451612903
0038,01,Red Lake Public School District,2017,0.33695652173913
0047,01,Sauk Rapids-Rice Public Schools,2017,0
0077,01,Mankato Public School District,2017,0.083969465648855
0094,01,Cloquet Public School District,2017,0.146341463414634
0110,01,Waconia Public School District,2017,0
0112,01,Eastern Carver County Public School,2017,0.0222222222222222
0115,01,Cass Lake-Bena Public Schools,2017,0.25974025974026
0152,01,Moorhead Public School District,2017,0.121951219512195
0162,01,Bagley Public School District,2017,0.105263157894737
0166,01,Cook County Public Schools,2017,0.0833333333333333
0181,01,Brainerd Public School District,2017,0.192307692307692
0191,01,Burnsville Public School District,2017,0.0757097791798107
0192,01,Farmington Public School District,2017,0.0925925925925926
0194,01,Lakeville Public School District,2017,0.0078740157480315
0196,01,Rosemount-Apple Valley-Eagan,2017,0.0413793103448276
0197,01,West St. Paul-Mendota Hts.-Eagan,2017,0.0442477876106195
0199,01,Inver Grove Heights Schools,2017,0.08
0200,01,Hastings Public School District,2017,0.0344827586206897
0241,01,Albert Lea Public School District,2017,0.196428571428571
0270,01,Hopkins Public School District,2017,0.0397727272727273
0271,01,Bloomington Public School District,2017,0.0266666666666667
0272,01,Eden Prairie Public School District,2017,0.0585585585585586
0273,01,Edina Public School District,2017,0.00636942675159236
0276,01,Minnetonka Public School District,2017,0
0279,01,Osseo Public School District,2017,0.0594936708860759
0280,01,Richfield Public School District,2017,0.0894736842105263
0281,01,Robbinsdale Public School District,2017,0.0866807610993657
0282,01,St. Anthony-New Brighton Schools,2017,0.0238095238095238
0283,01,St. Louis Park Public School Dist.,2017,0.016
0284,01,Wayzata Public School District,2017,0.0138888888888889
0286,01,Brooklyn Center School District,2017,0.0526315789473684
0287,06,Intermediate School District 287,2017,0.132947976878613
0288,06,Southwest Metro Intermediate 288,2017,0
0294,01,Houston Public School District,2017,0.25
0317,01,Deer River Public School District,2017,0.266666666666667
0318,01,Grand Rapids Public School District,2017,0.075
0347,01,Willmar Public School District,2017,0.160839160839161
0413,01,Marshall Public School District,2017,0.196969696969697
0432,01,Mahnomen Public School District,2017,0.28
0435,01,Waubun-Ogema-White Earth Public Sch,2017,0.238095238095238
0465,01,Litchfield Public School District,2017,0
0480,01,Onamia Public School District,2017,0.538461538461538
0492,01,Austin Public School District,2017,0.18018018018018
0508,01,St. Peter Public School District,2017,0.192307692307692
0518,01,Worthington Public School District,2017,0.18232044198895
0535,01,Rochester Public School District,2017,0.0707547169811321
0548,01,Pelican Rapids Public School Dist.,2017,0.1875
0549,01,Perham-Dent Public School District,2017,0.3
0564,01,Thief River Falls School District,2017,0.230769230769231
0593,01,Crookston Public School District,2017,0.111111111111111
0621,01,Mounds View Public School District,2017,0.0134228187919463
0622,01,North St Paul-Maplewood Oakdale Public School District,2017,0.0457142857142857
0623,01,Roseville Public School District,2017,0.0328467153284672
0624,01,White Bear Lake School District,2017,0.0461538461538462
0625,01,St. Paul Public School District,2017,0.0920988851187591
0656,01,Faribault Public School District,2017,0.207207207207207
0659,01,Northfield Public School District,2017,0.0588235294117647
0690,01,Warroad Public School District,2017,0
0709,01,Duluth Public School District,2017,0.118518518518519
0717,01,Jordan Public School District,2017,0.2
0719,01,Prior Lake-Savage Area Schools,2017,0.0138888888888889
0720,01,Shakopee Public School District,2017,0.0680851063829787
0721,01,New Prague Area Schools,2017,0.0909090909090909
0727,01,Big Lake Public School District,2017,0
0728,01,Elk River Public School District,2017,0.0348837209302326
0740,01,Melrose Public School District,2017,0.0357142857142857
0742,01,St. Cloud Public School District,2017,0.0625
0750,01,Rocori Public School District,2017,0.0769230769230769
0761,01,Owatonna Public School District,2017,0.078125
0829,01,Waseca Public School District,2017,0.142857142857143
0831,01,Forest Lake Public School District,2017,0.02
0832,01,Mahtomedi Public School District,2017,0
0833,01,South Washington County School Dist,2017,0.0378787878787879
0834,01,Stillwater Area Public School Dist.,2017,0.0338983050847458
0837,01,Madelia Public School District,2017,0.538461538461538
0840,01,St. James Public School District,2017,0.117647058823529
0858,01,St. Charles Public School District,2017,0
0861,01,Winona Area Public School District,2017,0.115384615384615
0877,01,Buffalo-Hanover-Montrose Public Sch,2017,0.08
0882,01,Monticello Public School District,2017,0.2
0885,01,St. Michael-Albertville School Dist,2017,0.0909090909090909
0911,01,Cambridge-Isanti Public School Dist,2017,0
0916,06,Northeast Metro 916,2017,0.114864864864865
0917,06,Intermediate School District 917,2017,0.0769230769230769
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2017,0.1
1094,34,Fond Du Lac Ojibwe,2017,0.333333333333333
1435,34,Circle Of Life,2017,0.0666666666666667
2142,01,St. Louis County School District,2017,0.0689655172413793
2310,01,Sibley East School District,2017,0.0769230769230769
2365,01,G.f.w. Public School District,2017,0.133333333333333
2397,01,Le Sueur-Henderson School District,2017,0.1
2752,01,Fairmont Area School District,2017,0.294117647058824
2753,01,Long Prairie-Grey Eagle School District,2017,0
2859,01,Glencoe-Silver Lake School District,2017,0.2
2890,01,Renville County West School Dist.,2017,0.272727272727273
2897,01,Redwood Area School District,2017,0
2898,01,Westbrook-Walnut Grove Schools,2017,0
2905,01,Tri-City United School District,2017,0.111111111111111
4000,07,City Academy,2017,0
4015,07,Community Of Peace Academy,2017,0
4017,07,Minnesota Transitions Charter School,2017,0.0662251655629139
4027,07,Higher Ground Academy,2017,0.0256410256410256
4031,07,Jennings Community School,2017,0.0625
4036,07,Face To Face Academy,2017,0.0833333333333333
4039,07,High School For Recording Arts,2017,0.16
4043,07,Math And Science Academy,2017,0
4057,07,El Colegio Charter School,2017,0.111111111111111
4082,07,Bluesky Charter School,2017,0.303030303030303
4102,07,Minnesota Internship Center,2017,0.14
4103,07,Hmong College Prep Academy,2017,0.0353982300884956
4104,07,Paladin Career And Technical High School,2017,0.177777777777778
4107,07,Voyageurs Expeditionary,2017,0.416666666666667
4111,07,Augsburg Fairview Academy,2017,0.157894736842105
4112,07,St Paul Conservatory Performing Art,2017,0.025
4121,07,Ubah Medical Academy Charter School,2017,0
4126,07,Prairie Seeds Academy,2017,0.0491803278688525
4131,07,Metro Schools Charter,2017,0.0545454545454545
4132,07,Twin Cities Academy,2017,0
4178,07,Lincoln International School,2017,0.0441176470588235
4200,07,Step Academy Charter School,2017,0
4204,07,Rochester Stem Academy,2017,0
4237,07,Career Pathways,2017,0.024390243902439
6018,61,Mn River Valley Education District,2017,0
6049,61,River Bend Education District,2017,0.142857142857143
0000,01,Minneapolis-St. Paul International Airport,2017,NA
0001,01,Aitkin,2017,NA
0002,01,Hill City,2017,NA
0004,01,Mcgregor,2017,NA
0023,01,Frazee-Vergas,2017,NA
0025,01,Pine Point,2017,NA
0032,01,Blackduck,2017,NA
0036,01,Kelliher,2017,NA
0051,01,Foley,2017,NA
0075,01,St. Clair,2017,NA
0081,01,Comfrey,2017,NA
0084,01,Sleepy Eye,2017,NA
0085,01,Springfield,2017,NA
0088,01,New Ulm,2017,NA
0091,01,Barnum,2017,NA
0093,01,Carlton,2017,NA
0095,01,Cromwell-Wright,2017,NA
0097,01,Moose Lake,2017,NA
0099,01,Esko,2017,NA
0100,01,Wrenshall,2017,NA
0108,01,Central,2017,NA
0111,01,Watertown-Mayer,2017,NA
0113,01,Walker-Hackensack-Akeley,2017,NA
0116,01,Pillager,2017,NA
0118,01,Northland Community,2017,NA
0129,01,Montevideo,2017,NA
0138,01,North Branch,2017,NA
0139,01,Rush City,2017,NA
0146,01,Barnesville,2017,NA
0150,01,Hawley,2017,NA
0173,01,Mountain Lake,2017,NA
0177,01,Windom,2017,NA
0182,01,Crosby-Ironton,2017,NA
0186,01,Pequot Lakes,2017,NA
0195,01,Randolph,2017,NA
0203,01,Hayfield,2017,NA
0204,01,Kasson-Mantorville,2017,NA
0206,01,Alexandria,2017,NA
0213,01,Osakis,2017,NA
0227,01,Chatfield,2017,NA
0229,01,Lanesboro,2017,NA
0238,01,Mabel-Canton,2017,NA
0239,01,Rushford-Peterson,2017,NA
0242,01,Alden-Conger,2017,NA
0252,01,Cannon Falls,2017,NA
0253,01,Goodhue,2017,NA
0255,01,Pine Island,2017,NA
0256,01,Red Wing,2017,NA
0261,01,Ashby,2017,NA
0264,01,Herman-Norcross,2017,NA
0323,02,Franconia,2017,NA
0277,01,Westonka,2017,NA
0278,01,Orono,2017,NA
0297,01,Spring Grove,2017,NA
0299,01,Caledonia,2017,NA
0300,01,La Crescent-Hokah,2017,NA
0306,01,Laporte,2017,NA
0308,01,Nevis,2017,NA
0309,01,Park Rapids,2017,NA
0314,01,Braham,2017,NA
0316,01,Greenway,2017,NA
0319,01,Nashwauk-Keewatin,2017,NA
0330,01,Heron Lake-Okabena,2017,NA
0332,01,Mora,2017,NA
0333,01,Ogilvie,2017,NA
0345,01,New London-Spicer,2017,NA
0356,01,Lancaster,2017,NA
0361,01,International Falls,2017,NA
0362,01,Littlefork-Big Falls,2017,NA
0363,01,South Koochingching,2017,NA
0378,01,Dawson-Boyd,2017,NA
0381,01,Lake Superior,2017,NA
0390,01,Lake Of The Woods,2017,NA
0391,01,Cleveland,2017,NA
0402,01,Hendricks,2017,NA
0403,01,Ivanhoe,2017,NA
0404,01,Lake Benton,2017,NA
0414,01,Minneota,2017,NA
0415,01,Lynd,2017,NA
0423,01,Hutchinson,2017,NA
0441,01,Marshall County Central,2017,NA
0447,01,Grygla,2017,NA
0458,01,Truman,2017,NA
0463,01,Eden Valley-Watkins,2017,NA
0466,01,Dassel-Cokato,2017,NA
0473,01,Isle,2017,NA
0477,01,Princeton,2017,NA
0482,01,Little Falls,2017,NA
0484,01,Pierz,2017,NA
0485,01,Royalton,2017,NA
0486,01,Swanville,2017,NA
0487,01,Upsala,2017,NA
0495,01,Grand Meadow,2017,NA
0497,01,Lyle,2017,NA
0499,01,Leroy-Ostrander,2017,NA
0500,01,Southland,2017,NA
0505,01,Fulda,2017,NA
0507,01,Nicollet,2017,NA
0511,01,Adrian,2017,NA
0514,01,Ellsworth,2017,NA
0531,01,Byron,2017,NA
0533,01,Dover-Eyota,2017,NA
0534,01,Stewartville,2017,NA
0542,01,Battle Lake,2017,NA
0544,01,Fergus Falls,2017,NA
0545,01,Henning,2017,NA
0547,01,Parkers Prairie,2017,NA
0550,01,Underwood,2017,NA
0553,01,New York Mills,2017,NA
0561,01,Goodridge,2017,NA
0577,01,Willow River,2017,NA
0578,01,Pine City,2017,NA
0581,01,Edgerton,2017,NA
0592,01,Climax-Shelly,2017,NA
0595,01,East Grand Forks,2017,NA
0599,01,Fertile-Beltrami,2017,NA
0600,01,Fisher,2017,NA
0601,01,Fosston,2017,NA
0630,01,Red Lake Falls,2017,NA
0600,01,Fisher,2017,NA
0635,01,Milroy,2017,NA
0640,01,Wabasso,2017,NA
0671,01,Hills-Beaver Creek,2017,NA
0676,01,Badger,2017,NA
0682,01,Roseau,2017,NA
0695,01,Chisholm,2017,NA
0696,01,Ely,2017,NA
0698,01,Floodwood,2017,NA
0700,01,Hermantown,2017,NA
0701,01,Hibbing,2017,NA
0704,01,Proctor,2017,NA
0706,01,Virginia,2017,NA
0707,01,Nett Lake,2017,NA
0712,01,Mountain Iron-Buhl,2017,NA
0716,01,Belle Plaine,2017,NA
0726,01,Becker,2017,NA
0738,01,Holdingford,2017,NA
0739,01,Kimball,2017,NA
0741,01,Paynesville,2017,NA
0743,01,Sauk Centre,2017,NA
0745,01,Albany,2017,NA
0748,01,Sartell-St. Stephen,2017,NA
0756,01,Blooming Prairie,2017,NA
0763,01,Medford,2017,NA
0768,01,Hancock,2017,NA
0771,01,Chokio-Alberta,2017,NA
0775,01,Kerkhoven-Murdock-Sunburg,2017,NA
0777,01,Benson,2017,NA
0786,01,Bertha-Hewitt,2017,NA
0787,01,Browerville,2017,NA
0801,01,Browns Valley,2017,NA
0803,01,Wheaton Area,2017,NA
0811,01,Wabasha-Kellogg,2017,NA
0813,01,Lake City,2017,NA
0815,02,Prinsburg,2017,NA
0818,01,Verndale,2017,NA
0820,01,Sebeka,2017,NA
0821,01,Menahga,2017,NA
0836,01,Butterfiled-Odin,2017,NA
0846,01,Breckenridge,2017,NA
0850,01,Rothsay,2017,NA
0852,01,Campbell-Tintah,2017,NA
0857,01,Lewiston-Altura,2017,NA
0876,01,Annandale,2017,NA
0879,01,Delano,2017,NA
0881,01,Maple Lake,2017,NA
0883,01,Rockford,2017,NA
0891,01,Canby,2017,NA
0912,01,Milaca,2017,NA
0914,01,Ulen-Hitterdal,2017,NA
2071,01,Lake Crystal-Wellcome Memorial,2017,NA
2125,01,Triton,2017,NA
2134,01,United South Central,2017,NA
2135,01,Maple River,2017,NA
2137,01,Kingsland,2017,NA
2143,01,Waterville-Elysian-Morristown,2017,NA
2144,01,Chisago Lakes,2017,NA
2149,01,Minnewaska,2017,NA
2154,01,Eveleth-Gilbert,2017,NA
2155,01,Wadena-Deer Creek,2017,NA
2159,01,Buffalo Lake-Hector-Stewart,2017,NA
2164,01,Dilworth-Glyndon-Felton,2017,NA
2165,01,Hinkcley-Finlayson,2017,NA
2167,01,Lakeview,2017,NA
2168,01,N.r.h.e.g.,2017,NA
2169,01,Murray County Central,2017,NA
2170,01,Staples-Motley,2017,NA
2171,01,Kittson Central,2017,NA
2172,01,Kenyon-Wanamingo,2017,NA
2174,01,Pine River-Backus,2017,NA
2176,01,Warren-Alvarado-Oslo,2017,NA
2180,01,M.a.c.c.r.a.y,2017,NA
2184,01,Luverne,2017,NA
2190,01,Yellow Medicine East,2017,NA
2198,01,Fillmore Central,2017,NA
2215,01,Norman County East,2017,NA
2311,01,Clearbrook-Gonvick,2017,NA
2342,01,West Central Area,2017,NA
2358,01,Tri-County,2017,NA
2364,01,Belgrade-Brooten-Elrosa,2017,NA
2396,01,A.c.g.c.,2017,NA
2448,01,Martin County West,2017,NA
2527,01,Norman County West,2017,NA
2534,01,Bird Island-Olivia-Lake Lillian,2017,NA
2536,01,Granada-Huntley-East Chain,2017,NA
2580,01,East Central,2017,NA
2609,01,Win-E-Mac,2017,NA
2683,01,Greenbush-Middle River,2017,NA
2687,01,Howard Lake-Waverly-Winsted,2017,NA
2689,01,Pipestone Area,2017,NA
2711,01,Mesabi East,2017,NA
2754,01,Cedar Mountain,2017,NA
2759,01,Eagle Valley,2017,NA
2769,01,Morris Area,2017,NA
2805,01,Zumbrota-Mazeppa,2017,NA
2835,01,Janesville-Waldorf-Pemberton,2017,NA
2853,01,Lac Qui Parle Valley,2017,NA
2854,01,Ada-Borup,2017,NA
2856,01,Stephen-Argyle Central,2017,NA
2860,01,Blue Earth Area,2017,NA
2884,01,Red Rock Central,2017,NA
2886,01,Glenville-Emmons,2017,NA
2888,01,Clinton-Graceville-Beardsley,2017,NA
2889,01,Lake Park-Audubon,2017,NA
2895,01,Jackson Coutny Central,2017,NA
2899,01,Plainview-Elgin-Millville,2017,NA
2902,01,Russell-Tyler-Ruthton,2017,NA
2903,01,Ortonville,2017,NA
2904,01,Tracy Area,2017,NA
2906,01,Red Lake County Central,2017,NA
2908,01,Brandon-Evansville,2017,NA
2907,01,Round Lake-Brewster,2017,NA
