SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
00-01,0001,01,AITKIN,0 ,0,District Totals: ,01,AITKIN,03,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.01,1.00,0.00,1.00,2.00,85.90,1.66,3.00,27.37,9.13,4.98,39.76
00-01,0001,03,MINNEAPOLIS,0 ,0,District Totals: ,27,HENNEPIN,11,165.00,1.00,1.00,86.00,69.00,0.00,8.00,0.00,0.00,0.00,0.00,45.13,81.92,42.55,51.36,149.48,88.84,"3,620.66",93.21,150.09,"1,095.31",532.09,43.68,"1,706.28"
00-01,0002,01,HILL CITY,0 ,0,District Totals: ,01,AITKIN,03,3.03,1.00,0.00,1.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.20,1.00,1.00,29.52,0.50,1.00,10.28,3.33,0.38,14.03
00-01,0004,01,MCGREGOR,0 ,0,District Totals: ,01,AITKIN,03,2.97,1.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,39.25,0.00,3.00,12.00,5.32,0.46,18.47
00-01,0006,03,SOUTH ST. PAUL,0 ,0,District Totals: ,19,DAKOTA,11,9.80,1.00,0.00,3.00,3.80,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,2.00,0.00,6.60,214.33,9.13,7.77,64.00,22.80,0.33,110.30
00-01,0011,01,ANOKA-HENNEPIN,0 ,0,District Totals: ,02,ANOKA,11,111.50,1.00,4.00,41.00,52.00,9.00,4.50,0.00,0.00,2.00,0.00,31.40,29.57,13.00,29.21,24.80,76.36,"2,366.49",41.96,77.90,751.56,347.40,70.43,"1,077.24"
00-01,0012,01,CENTENNIAL,0 ,0,District Totals: ,02,ANOKA,11,18.00,1.00,2.00,6.00,4.00,2.00,3.00,1.00,0.00,0.00,0.00,10.00,5.73,1.00,4.00,0.00,11.50,399.28,0.00,14.27,141.20,56.20,1.98,185.63
00-01,0013,01,COLUMBIA HEIGHTS,0 ,0,District Totals: ,02,ANOKA,11,10.00,1.00,0.00,4.00,2.00,2.00,1.00,5.00,0.00,0.00,0.00,4.00,6.00,0.60,1.00,4.00,0.00,189.68,5.10,11.50,52.83,21.51,3.55,95.19
00-01,0014,01,FRIDLEY,0 ,0,District Totals: ,02,ANOKA,11,8.00,1.00,0.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,4.33,4.00,1.50,2.00,2.00,3.01,146.19,0.00,4.00,44.20,19.69,1.00,77.30
00-01,0015,01,ST. FRANCIS,0 ,0,District Totals: ,02,ANOKA,11,13.91,1.00,0.00,5.97,3.94,2.00,1.00,1.00,0.00,0.00,0.00,3.97,3.97,3.83,2.00,5.97,7.00,329.94,4.66,10.00,106.49,61.88,3.13,143.78
00-01,0016,01,SPRING LAKE PARK,0 ,0,District Totals: ,02,ANOKA,11,12.00,1.00,1.00,6.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,9.00,8.00,1.00,3.00,0.00,6.00,269.93,5.84,9.00,87.17,25.80,2.80,139.32
00-01,0022,01,DETROIT LAKES,0 ,0,District Totals: ,03,BECKER,04,8.80,1.00,0.00,4.20,2.00,1.60,0.00,1.00,0.00,0.00,0.00,5.50,2.99,1.00,1.99,2.00,5.59,205.45,5.39,8.00,52.83,34.71,2.00,102.52
00-01,0023,01,FRAZEE,0 ,0,District Totals: ,03,BECKER,04,5.10,1.00,0.00,2.00,1.00,1.10,0.00,0.00,0.00,0.00,0.00,1.66,2.00,0.00,1.00,0.00,2.60,83.19,2.34,3.00,25.00,14.97,1.53,36.35
00-01,0025,01,PINE POINT,0 ,0,District Totals: ,03,BECKER,04,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,4.00,2.00,0.00,3.00
00-01,0031,01,BEMIDJI,0 ,0,District Totals: ,04,BELTRAMI,02,18.00,1.00,2.00,10.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,7.00,1.00,3.00,6.00,9.67,377.27,8.75,9.50,97.50,83.61,3.97,173.94
00-01,0032,01,BLACKDUCK,0 ,0,District Totals: ,04,BELTRAMI,02,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,57.80,0.93,2.00,18.00,8.00,1.34,27.53
00-01,0036,01,KELLIHER,0 ,0,District Totals: ,04,BELTRAMI,02,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.03,25.77,1.00,1.00,6.00,2.85,1.07,13.85
00-01,0038,01,RED LAKE,0 ,0,District Totals: ,04,BELTRAMI,02,9.83,1.83,0.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,2.83,137.39,1.00,7.00,53.00,19.00,0.00,57.39
00-01,0047,01,SAUK RAPIDS,0 ,0,District Totals: ,05,BENTON,07W,9.00,1.00,0.00,4.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,5.00,5.00,1.00,0.00,2.00,6.77,214.14,4.18,6.50,61.58,28.80,4.16,108.92
00-01,0051,01,FOLEY,0 ,0,District Totals: ,05,BENTON,07W,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,1.00,4.00,104.85,0.63,3.33,33.00,16.67,1.00,50.22
00-01,0062,01,ORTONVILLE,0 ,0,District Totals: ,06,BIG STONE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,0.00,1.00,47.86,0.00,1.60,12.00,7.03,2.57,24.66
00-01,0075,01,ST. CLAIR,0 ,0,District Totals: ,07,BLUE EARTH,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.47,44.10,0.00,2.00,14.50,5.16,0.00,22.44
00-01,0077,01,MANKATO,0 ,0,District Totals: ,07,BLUE EARTH,09,18.00,2.00,0.00,12.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,15.00,11.79,2.50,5.00,0.50,9.50,433.73,1.00,15.00,142.98,59.49,6.60,208.66
00-01,0081,01,COMFREY,0 ,0,District Totals: ,08,BROWN,09,1.02,0.33,0.00,0.33,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.07,17.33,0.00,0.60,4.84,1.04,0.20,10.65
00-01,0084,01,SLEEPY EYE,0 ,0,District Totals: ,08,BROWN,09,3.60,0.83,0.00,2.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.70,1.40,44.49,0.84,1.20,13.50,5.39,0.66,22.90
00-01,0085,01,SPRINGFIELD,0 ,0,District Totals: ,08,BROWN,09,2.83,1.00,0.00,1.83,0.00,0.00,0.00,0.17,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.90,45.52,0.10,1.60,13.00,5.12,2.45,23.25
00-01,0088,01,NEW ULM,0 ,0,District Totals: ,08,BROWN,09,6.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,1.00,0.00,1.00,4.00,166.01,1.00,7.00,44.00,21.47,4.53,88.01
00-01,0091,01,BARNUM,0 ,0,District Totals: ,09,CARLTON,03,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,2.69,0.67,0.00,1.00,1.00,42.19,0.00,2.00,14.00,4.00,0.33,21.86
00-01,0093,01,CARLTON,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.53,1.00,0.50,0.00,1.00,55.54,1.33,2.00,19.00,5.25,1.00,26.96
00-01,0094,01,CLOQUET,0 ,0,District Totals: ,09,CARLTON,03,8.77,1.00,0.00,4.00,1.27,1.00,1.50,0.77,0.00,0.00,0.00,5.30,3.27,1.00,1.00,2.00,3.93,149.35,1.09,5.50,46.89,20.28,4.20,71.39
00-01,0095,01,CROMWELL,0 ,0,District Totals: ,09,CARLTON,03,2.03,1.00,0.00,1.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.20,1.00,0.00,0.00,0.00,1.00,24.12,0.64,2.00,7.00,2.41,0.94,11.13
00-01,0097,01,MOOSE LAKE,0 ,0,District Totals: ,09,CARLTON,03,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,48.95,0.60,3.00,16.50,6.16,0.00,22.69
00-01,0099,01,ESKO,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,3.04,0.00,1.00,0.00,2.01,58.96,1.78,2.50,21.02,7.29,0.64,25.73
00-01,0100,01,WRENSHALL,0 ,0,District Totals: ,09,CARLTON,03,2.50,1.00,0.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.67,0.67,0.33,0.00,0.67,27.41,0.00,0.50,7.80,3.37,0.51,15.23
00-01,0108,01,NORWOOD,0 ,0,District Totals: ,10,CARVER,11,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,2.00,3.00,79.00,2.50,4.00,20.00,13.00,2.00,37.50
00-01,0110,01,WACONIA,0 ,0,District Totals: ,10,CARVER,11,5.00,1.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00,1.00,128.01,3.17,4.00,43.02,16.00,0.00,61.82
00-01,0111,01,WATERTOWN-MAYER,0 ,0,District Totals: ,10,CARVER,11,5.67,1.00,0.00,3.00,0.67,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,2.83,79.68,0.90,2.30,24.80,8.66,2.33,40.69
00-01,0112,01,CHASKA,0 ,0,District Totals: ,10,CARVER,11,16.73,1.00,1.00,8.73,4.00,2.00,0.00,1.00,0.00,0.00,0.00,12.00,8.13,1.00,0.80,4.00,12.62,416.14,2.00,16.00,141.35,45.74,3.00,208.05
00-01,0113,01,WALKER-HACKENSACK-AKELEY,0 ,0,District Totals: ,11,CASS,05,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,2.00,75.96,1.47,2.00,23.96,13.35,1.07,34.11
00-01,0115,01,CASS LAKE,0 ,0,District Totals: ,11,CASS,05,5.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,1.67,0.00,0.00,1.00,1.00,94.49,2.67,5.00,30.65,10.20,0.83,45.14
00-01,0116,01,PILLAGER,0 ,0,District Totals: ,11,CASS,05,2.33,1.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,48.80,0.00,2.00,18.00,7.17,0.00,21.63
00-01,0118,01,NORTHLAND COMMUNITY SCHOOLS,0 ,0,District Totals: ,11,CASS,05,4.50,0.50,0.00,2.50,0.00,0.50,1.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,2.00,1.83,50.53,1.13,2.00,15.47,9.44,0.67,21.82
00-01,0129,01,MONTEVIDEO,0 ,0,District Totals: ,12,CHIPPEWA,06W,6.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.66,1.00,3.00,2.00,108.14,2.66,5.60,30.00,16.20,2.91,50.77
00-01,0138,01,NORTH BRANCH,0 ,0,District Totals: ,13,CHISAGO,07E,11.00,1.00,1.00,4.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,3.17,0.00,3.50,0.00,4.60,196.45,2.00,8.00,67.73,27.12,3.07,88.53
00-01,0139,01,RUSH CITY,0 ,0,District Totals: ,13,CHISAGO,07E,3.27,1.00,0.00,2.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.90,0.00,1.10,54.81,1.17,2.00,20.00,4.65,0.17,26.82
00-01,0146,01,BARNESVILLE,0 ,0,District Totals: ,14,CLAY,04,3.00,0.67,0.00,2.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.00,0.00,0.00,1.00,51.43,0.00,1.33,17.50,7.00,1.35,24.25
00-01,0150,01,HAWLEY,0 ,0,District Totals: ,14,CLAY,04,3.17,1.00,0.00,2.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,1.00,61.24,0.00,1.83,19.66,6.60,0.68,32.47
00-01,0152,01,MOORHEAD,0 ,0,District Totals: ,14,CLAY,04,16.00,1.00,1.00,7.00,4.00,2.00,1.00,2.00,0.00,0.00,0.00,10.00,7.00,2.00,4.01,4.00,12.90,361.69,0.00,10.00,100.40,92.79,6.63,151.87
00-01,0160,70,MINNESOTA STATE ACADEMIES,0 ,0,District Totals: ,66,RICE,10,6.00,2.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.50,37.10,0.00,0.00,0.00,35.60,0.00,1.50
00-01,0162,01,BAGLEY,0 ,0,District Totals: ,15,CLEARWATER,02,5.17,1.00,0.00,2.00,1.00,1.00,0.17,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,75.60,1.16,2.00,24.00,5.50,2.01,40.93
00-01,0166,01,COOK COUNTY,0 ,0,District Totals: ,16,COOK,03,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.60,0.00,1.00,1.00,47.37,0.00,2.50,15.16,4.67,0.00,25.04
00-01,0173,01,MOUNTAIN LAKE,0 ,0,District Totals: ,17,COTTONWOOD,08,2.17,0.67,0.00,0.33,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,1.00,41.36,0.33,2.00,12.00,5.50,0.68,20.85
00-01,0175,01,WESTBROOK,0 ,0,District Totals: ,17,COTTONWOOD,08,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.50,0.00,0.00,0.00,0.33,19.63,0.00,0.60,5.00,1.02,0.34,12.67
00-01,0177,01,WINDOM,0 ,0,District Totals: ,17,COTTONWOOD,08,4.80,1.00,0.00,3.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,3.01,1.84,1.00,1.00,0.00,1.83,84.38,1.47,2.00,24.00,14.99,2.11,39.81
00-01,0181,01,BRAINERD,0 ,0,District Totals: ,18,CROW WING,05,21.50,1.00,1.00,11.50,4.00,4.00,0.00,0.00,0.00,0.00,0.00,7.00,11.00,2.17,3.50,1.00,13.00,447.64,6.89,12.00,135.02,83.49,16.73,193.51
00-01,0182,01,CROSBY-IRONTON,0 ,0,District Totals: ,18,CROW WING,05,4.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,0.00,1.00,1.00,101.64,2.63,2.50,31.00,13.09,3.71,48.71
00-01,0186,01,PEQUOT LAKES,0 ,0,District Totals: ,18,CROW WING,05,6.00,1.00,0.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,1.00,0.00,1.00,1.00,81.56,1.16,2.50,25.00,11.24,0.93,40.73
00-01,0191,01,BURNSVILLE,0 ,0,District Totals: ,19,DAKOTA,11,23.49,1.00,1.00,14.00,4.49,2.00,1.00,1.00,0.00,0.00,0.00,9.16,11.10,11.59,9.10,2.00,24.21,682.66,4.17,21.34,223.00,113.65,4.60,315.90
00-01,0192,01,FARMINGTON,0 ,0,District Totals: ,19,DAKOTA,11,13.00,1.00,0.00,7.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,5.00,5.00,2.00,3.00,1.00,5.49,275.04,2.50,9.50,93.00,47.74,1.54,120.76
00-01,0194,01,LAKEVILLE,0 ,0,District Totals: ,19,DAKOTA,11,25.50,0.00,0.00,13.00,11.00,1.00,0.50,1.00,0.00,0.00,0.00,8.00,9.00,3.05,8.64,0.00,20.77,526.71,8.22,16.50,191.00,74.00,2.60,234.39
00-01,0195,01,RANDOLPH,0 ,0,District Totals: ,19,DAKOTA,11,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,31.41,0.00,1.00,9.00,2.99,0.93,17.49
00-01,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,51.80,1.00,0.00,30.00,15.00,5.80,0.00,4.13,0.00,0.00,0.00,28.73,28.19,29.45,26.02,5.10,59.72,"1,737.25",31.81,54.87,538.47,235.52,31.07,845.51
00-01,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,16.00,1.00,0.00,9.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,9.50,8.17,7.67,4.00,0.00,10.50,298.47,7.50,13.50,92.03,51.54,1.35,132.55
00-01,0199,01,INVER GROVE,0 ,0,District Totals: ,19,DAKOTA,11,12.00,0.00,1.00,6.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,6.00,3.00,2.80,0.00,10.00,212.77,1.00,6.50,63.25,37.71,0.60,103.71
00-01,0200,01,HASTINGS,0 ,0,District Totals: ,19,DAKOTA,11,16.00,1.00,0.00,8.00,5.00,2.00,0.00,1.00,0.00,0.00,0.00,7.00,6.00,1.00,2.60,2.50,9.90,284.39,4.27,8.00,85.00,38.31,1.66,147.15
00-01,0203,01,HAYFIELD,0 ,0,District Totals: ,20,DODGE,10,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,60.98,0.50,1.50,21.00,8.16,1.37,28.45
00-01,0204,01,KASSON-MANTORVILLE,0 ,0,District Totals: ,20,DODGE,10,3.99,1.00,0.00,2.99,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,2.00,1.00,0.00,1.00,3.50,111.12,1.00,6.00,35.85,10.82,0.99,56.46
00-01,0206,01,ALEXANDRIA,0 ,0,District Totals: ,21,DOUGLAS,04,10.99,1.00,1.00,5.99,2.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,5.80,1.00,2.00,3.20,5.80,260.11,1.50,7.50,81.27,36.50,5.80,127.54
00-01,0207,01,BRANDON,0 ,0,District Totals: ,21,DOUGLAS,04,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.33,0.00,0.00,0.00,0.00,22.20,0.00,1.00,7.00,1.94,0.00,12.26
00-01,0208,01,EVANSVILLE,0 ,0,District Totals: ,21,DOUGLAS,04,1.93,0.93,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,19.95,0.00,0.60,6.00,1.01,0.83,11.51
00-01,0213,01,OSAKIS,0 ,0,District Totals: ,21,DOUGLAS,04,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,1.00,0.40,0.17,0.33,0.00,0.83,40.71,0.48,1.00,12.50,3.47,0.40,22.86
00-01,0227,01,CHATFIELD,0 ,0,District Totals: ,55,OLMSTED,10,3.90,1.00,0.00,2.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,2.00,1.50,0.00,0.00,0.00,1.80,65.55,0.60,2.00,21.26,8.12,2.69,30.88
00-01,0229,01,LANESBORO,0 ,0,District Totals: ,23,FILLMORE,10,1.51,0.67,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.50,0.00,0.00,0.00,0.40,29.07,0.00,1.00,8.50,2.20,1.95,15.42
00-01,0238,01,MABEL-CANTON,0 ,0,District Totals: ,23,FILLMORE,10,2.00,0.50,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,30.08,0.00,1.00,9.50,2.26,0.99,16.33
00-01,0239,01,RUSHFORD-PETERSON,0 ,0,District Totals: ,23,FILLMORE,10,4.44,1.00,0.00,2.67,0.00,0.77,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,46.05,1.03,1.50,13.00,6.04,2.66,21.82
00-01,0241,01,ALBERT LEA,0 ,0,District Totals: ,24,FREEBORN,10,11.00,1.00,0.00,6.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,5.00,4.00,1.83,2.00,3.33,6.00,235.23,6.65,5.50,66.00,44.38,3.33,109.37
00-01,0242,01,ALDEN,0 ,0,District Totals: ,24,FREEBORN,10,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.50,0.00,0.00,0.00,0.50,34.08,0.83,2.00,9.53,3.00,0.60,18.12
00-01,0252,01,CANNON FALLS,0 ,0,District Totals: ,25,GOODHUE,10,5.73,1.00,0.00,3.00,1.00,0.73,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,1.00,2.00,93.76,0.34,2.50,31.00,11.62,1.00,47.30
00-01,0253,01,GOODHUE,0 ,0,District Totals: ,25,GOODHUE,10,2.83,1.00,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,36.59,0.00,1.00,13.00,2.13,0.85,19.61
00-01,0255,01,PINE ISLAND,0 ,0,District Totals: ,25,GOODHUE,10,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.43,0.00,1.00,1.60,83.18,1.40,2.50,27.70,6.07,2.68,42.83
00-01,0256,01,RED WING,0 ,0,District Totals: ,25,GOODHUE,10,8.37,1.00,0.00,4.70,1.00,1.67,0.00,0.00,0.00,0.00,0.00,6.00,3.67,1.00,3.00,2.00,6.50,197.11,1.61,4.50,54.33,33.50,4.40,98.77
00-01,0261,01,ASHBY,0 ,0,District Totals: ,26,GRANT,04,3.00,0.50,0.00,1.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,22.03,0.00,0.50,7.05,2.00,0.68,11.80
00-01,0264,01,HERMAN-NORCROSS,0 ,0,District Totals: ,26,GRANT,04,1.17,0.17,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.77,0.00,0.00,0.17,0.24,17.43,0.00,0.67,5.25,1.46,0.00,10.05
00-01,0270,01,HOPKINS,0 ,0,District Totals: ,27,HENNEPIN,11,23.10,1.00,0.00,10.00,4.50,3.00,4.60,0.60,0.00,1.00,0.00,16.80,11.00,10.30,5.04,18.58,14.20,572.56,18.19,19.04,170.35,95.11,2.81,267.06
00-01,0271,01,BLOOMINGTON,0 ,0,District Totals: ,27,HENNEPIN,11,29.66,1.00,1.00,15.00,6.00,1.00,5.66,7.46,0.00,1.00,0.00,13.83,13.33,0.00,8.60,11.90,13.99,640.96,9.50,28.00,222.25,76.35,2.98,301.88
00-01,0272,01,EDEN PRAIRIE,0 ,0,District Totals: ,27,HENNEPIN,11,16.00,1.00,1.00,8.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,5.80,4.53,8.48,15.48,605.29,9.61,22.50,186.00,77.43,5.21,304.54
00-01,0273,01,EDINA,0 ,0,District Totals: ,27,HENNEPIN,11,19.00,1.00,2.00,9.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,9.00,9.00,4.70,7.00,9.00,11.80,425.09,7.21,13.00,147.98,38.95,1.00,216.95
00-01,0276,01,MINNETONKA,0 ,0,District Totals: ,27,HENNEPIN,11,22.00,1.00,2.00,9.00,6.00,2.00,2.00,1.00,0.00,1.00,0.00,8.40,9.00,3.00,3.40,9.26,13.62,460.05,3.31,15.50,155.43,60.17,3.20,222.44
00-01,0277,01,WESTONKA,0 ,0,District Totals: ,27,HENNEPIN,11,8.10,1.00,0.00,4.00,1.00,1.10,1.00,0.00,0.00,0.00,0.00,4.00,4.00,1.00,3.60,3.00,3.00,142.17,3.36,4.50,38.27,20.60,2.60,72.84
00-01,0278,01,ORONO,0 ,0,District Totals: ,27,HENNEPIN,11,9.00,1.00,0.50,4.00,2.00,1.50,0.00,0.00,0.00,0.00,0.00,3.00,3.00,1.00,3.50,1.00,3.33,145.09,0.50,4.00,47.93,15.14,1.40,76.12
